name	path	keyword
52162b51_nohash_2	google_speech_recognition_v2/down/52162b51_nohash_2.wav	down
099d52ad_nohash_2	google_speech_recognition_v2/stop/099d52ad_nohash_2.wav	stop
c1e0e8e3_nohash_3	google_speech_recognition_v2/down/c1e0e8e3_nohash_3.wav	down
322d17d3_nohash_3	google_speech_recognition_v2/down/322d17d3_nohash_3.wav	down
bdd22e4d_nohash_0	google_speech_recognition_v2/go/bdd22e4d_nohash_0.wav	go
6f2f57c1_nohash_1	google_speech_recognition_v2/down/6f2f57c1_nohash_1.wav	down
92a9c5e6_nohash_2	google_speech_recognition_v2/stop/92a9c5e6_nohash_2.wav	stop
3bb68054_nohash_2	google_speech_recognition_v2/stop/3bb68054_nohash_2.wav	stop
98ea0818_nohash_5	google_speech_recognition_v2/stop/98ea0818_nohash_5.wav	stop
44260689_nohash_0	google_speech_recognition_v2/go/44260689_nohash_0.wav	go
0474c92a_nohash_0	google_speech_recognition_v2/go/0474c92a_nohash_0.wav	go
da15e796_nohash_2	google_speech_recognition_v2/down/da15e796_nohash_2.wav	down
574ec766_nohash_0	google_speech_recognition_v2/marvin/574ec766_nohash_0.wav	marvin
4abefdf5_nohash_0	google_speech_recognition_v2/marvin/4abefdf5_nohash_0.wav	marvin
686d030b_nohash_3	google_speech_recognition_v2/go/686d030b_nohash_3.wav	go
20fd451f_nohash_3	google_speech_recognition_v2/stop/20fd451f_nohash_3.wav	stop
f550b7dc_nohash_0	google_speech_recognition_v2/happy/f550b7dc_nohash_0.wav	happy
8ff44869_nohash_1	google_speech_recognition_v2/stop/8ff44869_nohash_1.wav	stop
70a00e98_nohash_3	google_speech_recognition_v2/down/70a00e98_nohash_3.wav	down
d5ca80c6_nohash_0	google_speech_recognition_v2/go/d5ca80c6_nohash_0.wav	go
af790082_nohash_2	google_speech_recognition_v2/stop/af790082_nohash_2.wav	stop
f2b8fc18_nohash_0	google_speech_recognition_v2/stop/f2b8fc18_nohash_0.wav	stop
9e6bb505_nohash_1	google_speech_recognition_v2/go/9e6bb505_nohash_1.wav	go
f575faf3_nohash_0	google_speech_recognition_v2/down/f575faf3_nohash_0.wav	down
6e2ef3d5_nohash_0	google_speech_recognition_v2/marvin/6e2ef3d5_nohash_0.wav	marvin
67fcdb05_nohash_0	google_speech_recognition_v2/down/67fcdb05_nohash_0.wav	down
ec201020_nohash_2	google_speech_recognition_v2/down/ec201020_nohash_2.wav	down
462e1919_nohash_0	google_speech_recognition_v2/stop/462e1919_nohash_0.wav	stop
ea0cf37f_nohash_0	google_speech_recognition_v2/stop/ea0cf37f_nohash_0.wav	stop
e7ea8b76_nohash_2	google_speech_recognition_v2/go/e7ea8b76_nohash_2.wav	go
eb0676ec_nohash_1	google_speech_recognition_v2/down/eb0676ec_nohash_1.wav	down
b4bef564_nohash_1	google_speech_recognition_v2/stop/b4bef564_nohash_1.wav	stop
c87a578d_nohash_0	google_speech_recognition_v2/happy/c87a578d_nohash_0.wav	happy
3efef882_nohash_0	google_speech_recognition_v2/happy/3efef882_nohash_0.wav	happy
f2898d06_nohash_2	google_speech_recognition_v2/follow/f2898d06_nohash_2.wav	follow
94e6864f_nohash_1	google_speech_recognition_v2/marvin/94e6864f_nohash_1.wav	marvin
5a0bc987_nohash_0	google_speech_recognition_v2/down/5a0bc987_nohash_0.wav	down
ec989d6d_nohash_0	google_speech_recognition_v2/happy/ec989d6d_nohash_0.wav	happy
1fd85ee4_nohash_0	google_speech_recognition_v2/stop/1fd85ee4_nohash_0.wav	stop
4a803e67_nohash_2	google_speech_recognition_v2/marvin/4a803e67_nohash_2.wav	marvin
131e738d_nohash_3	google_speech_recognition_v2/follow/131e738d_nohash_3.wav	follow
3d794813_nohash_0	google_speech_recognition_v2/down/3d794813_nohash_0.wav	down
f01a0d63_nohash_3	google_speech_recognition_v2/stop/f01a0d63_nohash_3.wav	stop
cce7416f_nohash_3	google_speech_recognition_v2/stop/cce7416f_nohash_3.wav	stop
1ed0b13d_nohash_4	google_speech_recognition_v2/stop/1ed0b13d_nohash_4.wav	stop
39833acb_nohash_0	google_speech_recognition_v2/follow/39833acb_nohash_0.wav	follow
1365dd89_nohash_1	google_speech_recognition_v2/happy/1365dd89_nohash_1.wav	happy
fc94edb0_nohash_0	google_speech_recognition_v2/marvin/fc94edb0_nohash_0.wav	marvin
afd53389_nohash_1	google_speech_recognition_v2/go/afd53389_nohash_1.wav	go
acfd3bc3_nohash_0	google_speech_recognition_v2/stop/acfd3bc3_nohash_0.wav	stop
d0858dce_nohash_0	google_speech_recognition_v2/marvin/d0858dce_nohash_0.wav	marvin
8281a2a8_nohash_2	google_speech_recognition_v2/down/8281a2a8_nohash_2.wav	down
7fb8d703_nohash_0	google_speech_recognition_v2/happy/7fb8d703_nohash_0.wav	happy
6a014b29_nohash_1	google_speech_recognition_v2/stop/6a014b29_nohash_1.wav	stop
cb5d2c6e_nohash_0	google_speech_recognition_v2/happy/cb5d2c6e_nohash_0.wav	happy
708b8d51_nohash_2	google_speech_recognition_v2/marvin/708b8d51_nohash_2.wav	marvin
3ee0fc39_nohash_0	google_speech_recognition_v2/stop/3ee0fc39_nohash_0.wav	stop
8fe52b97_nohash_0	google_speech_recognition_v2/happy/8fe52b97_nohash_0.wav	happy
95ba4996_nohash_0	google_speech_recognition_v2/marvin/95ba4996_nohash_0.wav	marvin
bb6d4301_nohash_1	google_speech_recognition_v2/go/bb6d4301_nohash_1.wav	go
493392c6_nohash_1	google_speech_recognition_v2/down/493392c6_nohash_1.wav	down
620ff0fa_nohash_0	google_speech_recognition_v2/stop/620ff0fa_nohash_0.wav	stop
de040337_nohash_0	google_speech_recognition_v2/go/de040337_nohash_0.wav	go
a2cc5444_nohash_2	google_speech_recognition_v2/stop/a2cc5444_nohash_2.wav	stop
f550b7dc_nohash_2	google_speech_recognition_v2/go/f550b7dc_nohash_2.wav	go
c6ee87a7_nohash_0	google_speech_recognition_v2/go/c6ee87a7_nohash_0.wav	go
2fee065a_nohash_4	google_speech_recognition_v2/down/2fee065a_nohash_4.wav	down
50a8ef27_nohash_0	google_speech_recognition_v2/marvin/50a8ef27_nohash_0.wav	marvin
94d370bf_nohash_0	google_speech_recognition_v2/stop/94d370bf_nohash_0.wav	stop
82c6d220_nohash_1	google_speech_recognition_v2/stop/82c6d220_nohash_1.wav	stop
f2898d06_nohash_4	google_speech_recognition_v2/stop/f2898d06_nohash_4.wav	stop
b2fbe484_nohash_0	google_speech_recognition_v2/marvin/b2fbe484_nohash_0.wav	marvin
54aecbd5_nohash_1	google_speech_recognition_v2/stop/54aecbd5_nohash_1.wav	stop
1b42b551_nohash_3	google_speech_recognition_v2/down/1b42b551_nohash_3.wav	down
cdbd6969_nohash_0	google_speech_recognition_v2/go/cdbd6969_nohash_0.wav	go
bf8d5617_nohash_0	google_speech_recognition_v2/down/bf8d5617_nohash_0.wav	down
1a073312_nohash_0	google_speech_recognition_v2/marvin/1a073312_nohash_0.wav	marvin
8eb4a1bf_nohash_3	google_speech_recognition_v2/go/8eb4a1bf_nohash_3.wav	go
7ff085e1_nohash_1	google_speech_recognition_v2/down/7ff085e1_nohash_1.wav	down
98f4f088_nohash_0	google_speech_recognition_v2/follow/98f4f088_nohash_0.wav	follow
b69fe0e2_nohash_2	google_speech_recognition_v2/go/b69fe0e2_nohash_2.wav	go
dbb7723a_nohash_0	google_speech_recognition_v2/marvin/dbb7723a_nohash_0.wav	marvin
435f9f9e_nohash_0	google_speech_recognition_v2/marvin/435f9f9e_nohash_0.wav	marvin
cdee383b_nohash_4	google_speech_recognition_v2/down/cdee383b_nohash_4.wav	down
b66f4f93_nohash_3	google_speech_recognition_v2/down/b66f4f93_nohash_3.wav	down
30276d03_nohash_3	google_speech_recognition_v2/down/30276d03_nohash_3.wav	down
9e92ef0c_nohash_4	google_speech_recognition_v2/stop/9e92ef0c_nohash_4.wav	stop
22296dbe_nohash_2	google_speech_recognition_v2/down/22296dbe_nohash_2.wav	down
b49caed3_nohash_4	google_speech_recognition_v2/go/b49caed3_nohash_4.wav	go
a9abc695_nohash_0	google_speech_recognition_v2/down/a9abc695_nohash_0.wav	down
0c5027de_nohash_0	google_speech_recognition_v2/go/0c5027de_nohash_0.wav	go
4d763ca4_nohash_0	google_speech_recognition_v2/follow/4d763ca4_nohash_0.wav	follow
cc3b5b62_nohash_0	google_speech_recognition_v2/go/cc3b5b62_nohash_0.wav	go
66774579_nohash_0	google_speech_recognition_v2/stop/66774579_nohash_0.wav	stop
f568162b_nohash_0	google_speech_recognition_v2/down/f568162b_nohash_0.wav	down
953fe1ad_nohash_1	google_speech_recognition_v2/stop/953fe1ad_nohash_1.wav	stop
f6af2457_nohash_2	google_speech_recognition_v2/stop/f6af2457_nohash_2.wav	stop
ef2578c0_nohash_0	google_speech_recognition_v2/stop/ef2578c0_nohash_0.wav	stop
126a31d2_nohash_1	google_speech_recognition_v2/down/126a31d2_nohash_1.wav	down
30276d03_nohash_2	google_speech_recognition_v2/follow/30276d03_nohash_2.wav	follow
da040491_nohash_0	google_speech_recognition_v2/follow/da040491_nohash_0.wav	follow
1e9e6bdd_nohash_2	google_speech_recognition_v2/down/1e9e6bdd_nohash_2.wav	down
353b4d33_nohash_0	google_speech_recognition_v2/stop/353b4d33_nohash_0.wav	stop
9f22307d_nohash_1	google_speech_recognition_v2/happy/9f22307d_nohash_1.wav	happy
e48a80ed_nohash_1	google_speech_recognition_v2/marvin/e48a80ed_nohash_1.wav	marvin
61abbf52_nohash_5	google_speech_recognition_v2/stop/61abbf52_nohash_5.wav	stop
bbc30633_nohash_4	google_speech_recognition_v2/down/bbc30633_nohash_4.wav	down
3006c271_nohash_0	google_speech_recognition_v2/marvin/3006c271_nohash_0.wav	marvin
1d1fe0a0_nohash_1	google_speech_recognition_v2/down/1d1fe0a0_nohash_1.wav	down
72242187_nohash_1	google_speech_recognition_v2/stop/72242187_nohash_1.wav	stop
ef3367d9_nohash_0	google_speech_recognition_v2/go/ef3367d9_nohash_0.wav	go
82951cf0_nohash_1	google_speech_recognition_v2/go/82951cf0_nohash_1.wav	go
9a76f8c3_nohash_0	google_speech_recognition_v2/down/9a76f8c3_nohash_0.wav	down
96c66ab7_nohash_0	google_speech_recognition_v2/marvin/96c66ab7_nohash_0.wav	marvin
fce96bac_nohash_0	google_speech_recognition_v2/stop/fce96bac_nohash_0.wav	stop
44e9d8d2_nohash_0	google_speech_recognition_v2/stop/44e9d8d2_nohash_0.wav	stop
7fb8d703_nohash_1	google_speech_recognition_v2/go/7fb8d703_nohash_1.wav	go
978240e1_nohash_0	google_speech_recognition_v2/stop/978240e1_nohash_0.wav	stop
5d4e3bb8_nohash_1	google_speech_recognition_v2/down/5d4e3bb8_nohash_1.wav	down
c205e625_nohash_0	google_speech_recognition_v2/go/c205e625_nohash_0.wav	go
9ff2d2f4_nohash_0	google_speech_recognition_v2/happy/9ff2d2f4_nohash_0.wav	happy
e9bc5cc2_nohash_0	google_speech_recognition_v2/marvin/e9bc5cc2_nohash_0.wav	marvin
27b9a84f_nohash_2	google_speech_recognition_v2/marvin/27b9a84f_nohash_2.wav	marvin
ca4912b6_nohash_4	google_speech_recognition_v2/follow/ca4912b6_nohash_4.wav	follow
2aca1e72_nohash_0	google_speech_recognition_v2/marvin/2aca1e72_nohash_0.wav	marvin
26e573a9_nohash_0	google_speech_recognition_v2/down/26e573a9_nohash_0.wav	down
50ed8a7b_nohash_0	google_speech_recognition_v2/marvin/50ed8a7b_nohash_0.wav	marvin
1e02ffc5_nohash_3	google_speech_recognition_v2/stop/1e02ffc5_nohash_3.wav	stop
34263ab3_nohash_0	google_speech_recognition_v2/go/34263ab3_nohash_0.wav	go
e6e29c47_nohash_0	google_speech_recognition_v2/happy/e6e29c47_nohash_0.wav	happy
a7dd45cf_nohash_0	google_speech_recognition_v2/down/a7dd45cf_nohash_0.wav	down
3efa7ec4_nohash_0	google_speech_recognition_v2/go/3efa7ec4_nohash_0.wav	go
bbf38549_nohash_1	google_speech_recognition_v2/stop/bbf38549_nohash_1.wav	stop
9d4bab4f_nohash_1	google_speech_recognition_v2/stop/9d4bab4f_nohash_1.wav	stop
4bc2c2c5_nohash_2	google_speech_recognition_v2/stop/4bc2c2c5_nohash_2.wav	stop
1a892463_nohash_0	google_speech_recognition_v2/happy/1a892463_nohash_0.wav	happy
27e6f0f0_nohash_0	google_speech_recognition_v2/follow/27e6f0f0_nohash_0.wav	follow
3c4aa5ef_nohash_2	google_speech_recognition_v2/down/3c4aa5ef_nohash_2.wav	down
93bbf0bd_nohash_0	google_speech_recognition_v2/happy/93bbf0bd_nohash_0.wav	happy
78884794_nohash_0	google_speech_recognition_v2/marvin/78884794_nohash_0.wav	marvin
97101ef3_nohash_0	google_speech_recognition_v2/happy/97101ef3_nohash_0.wav	happy
179a61b7_nohash_1	google_speech_recognition_v2/down/179a61b7_nohash_1.wav	down
98ea0818_nohash_2	google_speech_recognition_v2/stop/98ea0818_nohash_2.wav	stop
df1d5024_nohash_3	google_speech_recognition_v2/down/df1d5024_nohash_3.wav	down
978240e1_nohash_0	google_speech_recognition_v2/follow/978240e1_nohash_0.wav	follow
bbc30633_nohash_4	google_speech_recognition_v2/go/bbc30633_nohash_4.wav	go
aa80f517_nohash_3	google_speech_recognition_v2/go/aa80f517_nohash_3.wav	go
c50f55b8_nohash_10	google_speech_recognition_v2/stop/c50f55b8_nohash_10.wav	stop
4abb2400_nohash_0	google_speech_recognition_v2/stop/4abb2400_nohash_0.wav	stop
efa16ffd_nohash_0	google_speech_recognition_v2/stop/efa16ffd_nohash_0.wav	stop
72242187_nohash_2	google_speech_recognition_v2/go/72242187_nohash_2.wav	go
ec989d6d_nohash_0	google_speech_recognition_v2/follow/ec989d6d_nohash_0.wav	follow
97f493b9_nohash_0	google_speech_recognition_v2/down/97f493b9_nohash_0.wav	down
4422e51d_nohash_0	google_speech_recognition_v2/marvin/4422e51d_nohash_0.wav	marvin
2005ca25_nohash_0	google_speech_recognition_v2/down/2005ca25_nohash_0.wav	down
eb6dab4a_nohash_0	google_speech_recognition_v2/stop/eb6dab4a_nohash_0.wav	stop
ebdd0f59_nohash_0	google_speech_recognition_v2/follow/ebdd0f59_nohash_0.wav	follow
f0ac2522_nohash_0	google_speech_recognition_v2/stop/f0ac2522_nohash_0.wav	stop
ac4b3fc3_nohash_1	google_speech_recognition_v2/stop/ac4b3fc3_nohash_1.wav	stop
413bcfe1_nohash_0	google_speech_recognition_v2/marvin/413bcfe1_nohash_0.wav	marvin
ad1429cf_nohash_1	google_speech_recognition_v2/stop/ad1429cf_nohash_1.wav	stop
7fa5fa1f_nohash_0	google_speech_recognition_v2/go/7fa5fa1f_nohash_0.wav	go
85851131_nohash_1	google_speech_recognition_v2/stop/85851131_nohash_1.wav	stop
1e31353f_nohash_0	google_speech_recognition_v2/marvin/1e31353f_nohash_0.wav	marvin
dbaf8fc6_nohash_0	google_speech_recognition_v2/stop/dbaf8fc6_nohash_0.wav	stop
63f042c6_nohash_0	google_speech_recognition_v2/go/63f042c6_nohash_0.wav	go
b26343e9_nohash_1	google_speech_recognition_v2/happy/b26343e9_nohash_1.wav	happy
d962e5ac_nohash_2	google_speech_recognition_v2/go/d962e5ac_nohash_2.wav	go
f2e9b610_nohash_0	google_speech_recognition_v2/go/f2e9b610_nohash_0.wav	go
a879a2c3_nohash_1	google_speech_recognition_v2/down/a879a2c3_nohash_1.wav	down
833d9f56_nohash_0	google_speech_recognition_v2/go/833d9f56_nohash_0.wav	go
f01a0d63_nohash_0	google_speech_recognition_v2/marvin/f01a0d63_nohash_0.wav	marvin
51c5601d_nohash_3	google_speech_recognition_v2/stop/51c5601d_nohash_3.wav	stop
7846fd85_nohash_2	google_speech_recognition_v2/stop/7846fd85_nohash_2.wav	stop
7e6bd776_nohash_0	google_speech_recognition_v2/down/7e6bd776_nohash_0.wav	down
cc6bae0d_nohash_0	google_speech_recognition_v2/down/cc6bae0d_nohash_0.wav	down
9d7036f9_nohash_0	google_speech_recognition_v2/go/9d7036f9_nohash_0.wav	go
9ff1b8b6_nohash_0	google_speech_recognition_v2/go/9ff1b8b6_nohash_0.wav	go
f0522ff4_nohash_2	google_speech_recognition_v2/down/f0522ff4_nohash_2.wav	down
fd5ccd39_nohash_1	google_speech_recognition_v2/follow/fd5ccd39_nohash_1.wav	follow
86fa2dcd_nohash_0	google_speech_recognition_v2/happy/86fa2dcd_nohash_0.wav	happy
2bd2cad5_nohash_1	google_speech_recognition_v2/happy/2bd2cad5_nohash_1.wav	happy
cc4f9250_nohash_1	google_speech_recognition_v2/follow/cc4f9250_nohash_1.wav	follow
437455be_nohash_1	google_speech_recognition_v2/down/437455be_nohash_1.wav	down
c08585c1_nohash_1	google_speech_recognition_v2/go/c08585c1_nohash_1.wav	go
fa57ab3b_nohash_3	google_speech_recognition_v2/follow/fa57ab3b_nohash_3.wav	follow
22cb56b3_nohash_0	google_speech_recognition_v2/go/22cb56b3_nohash_0.wav	go
79903546_nohash_0	google_speech_recognition_v2/go/79903546_nohash_0.wav	go
dca2797e_nohash_2	google_speech_recognition_v2/down/dca2797e_nohash_2.wav	down
256c0a05_nohash_4	google_speech_recognition_v2/down/256c0a05_nohash_4.wav	down
5f9cd2eb_nohash_5	google_speech_recognition_v2/follow/5f9cd2eb_nohash_5.wav	follow
57376a4c_nohash_0	google_speech_recognition_v2/stop/57376a4c_nohash_0.wav	stop
f2f0d244_nohash_1	google_speech_recognition_v2/stop/f2f0d244_nohash_1.wav	stop
840c366d_nohash_0	google_speech_recognition_v2/happy/840c366d_nohash_0.wav	happy
a4baac4e_nohash_0	google_speech_recognition_v2/happy/a4baac4e_nohash_0.wav	happy
3d9200b9_nohash_0	google_speech_recognition_v2/down/3d9200b9_nohash_0.wav	down
773e26f7_nohash_2	google_speech_recognition_v2/down/773e26f7_nohash_2.wav	down
7ff4fc72_nohash_0	google_speech_recognition_v2/down/7ff4fc72_nohash_0.wav	down
e2362167_nohash_0	google_speech_recognition_v2/down/e2362167_nohash_0.wav	down
b97c9f77_nohash_3	google_speech_recognition_v2/stop/b97c9f77_nohash_3.wav	stop
2144be19_nohash_0	google_speech_recognition_v2/follow/2144be19_nohash_0.wav	follow
1e02ffc5_nohash_0	google_speech_recognition_v2/go/1e02ffc5_nohash_0.wav	go
7213ed54_nohash_4	google_speech_recognition_v2/go/7213ed54_nohash_4.wav	go
cd671b5f_nohash_0	google_speech_recognition_v2/stop/cd671b5f_nohash_0.wav	stop
9151f184_nohash_2	google_speech_recognition_v2/go/9151f184_nohash_2.wav	go
caa7feaf_nohash_0	google_speech_recognition_v2/down/caa7feaf_nohash_0.wav	down
15c563d7_nohash_3	google_speech_recognition_v2/go/15c563d7_nohash_3.wav	go
e39a8ddc_nohash_0	google_speech_recognition_v2/go/e39a8ddc_nohash_0.wav	go
fd5ccd39_nohash_0	google_speech_recognition_v2/stop/fd5ccd39_nohash_0.wav	stop
cce7416f_nohash_4	google_speech_recognition_v2/down/cce7416f_nohash_4.wav	down
2fee065a_nohash_0	google_speech_recognition_v2/down/2fee065a_nohash_0.wav	down
9448c397_nohash_0	google_speech_recognition_v2/go/9448c397_nohash_0.wav	go
2aca1e72_nohash_1	google_speech_recognition_v2/marvin/2aca1e72_nohash_1.wav	marvin
a60a09cf_nohash_0	google_speech_recognition_v2/marvin/a60a09cf_nohash_0.wav	marvin
9f869f70_nohash_0	google_speech_recognition_v2/go/9f869f70_nohash_0.wav	go
5104f2f4_nohash_0	google_speech_recognition_v2/down/5104f2f4_nohash_0.wav	down
4fd4d073_nohash_0	google_speech_recognition_v2/go/4fd4d073_nohash_0.wav	go
e9abfe31_nohash_1	google_speech_recognition_v2/down/e9abfe31_nohash_1.wav	down
cfbedff9_nohash_2	google_speech_recognition_v2/stop/cfbedff9_nohash_2.wav	stop
b528edb3_nohash_4	google_speech_recognition_v2/stop/b528edb3_nohash_4.wav	stop
365531e2_nohash_2	google_speech_recognition_v2/happy/365531e2_nohash_2.wav	happy
4634529e_nohash_0	google_speech_recognition_v2/happy/4634529e_nohash_0.wav	happy
cd7f8c1b_nohash_2	google_speech_recognition_v2/down/cd7f8c1b_nohash_2.wav	down
779de043_nohash_2	google_speech_recognition_v2/stop/779de043_nohash_2.wav	stop
1473be6a_nohash_0	google_speech_recognition_v2/marvin/1473be6a_nohash_0.wav	marvin
80c45ed6_nohash_2	google_speech_recognition_v2/marvin/80c45ed6_nohash_2.wav	marvin
bbb2eb5b_nohash_0	google_speech_recognition_v2/marvin/bbb2eb5b_nohash_0.wav	marvin
1a6eca98_nohash_0	google_speech_recognition_v2/down/1a6eca98_nohash_0.wav	down
7f9eb952_nohash_3	google_speech_recognition_v2/go/7f9eb952_nohash_3.wav	go
380abbad_nohash_2	google_speech_recognition_v2/marvin/380abbad_nohash_2.wav	marvin
f68160c0_nohash_1	google_speech_recognition_v2/follow/f68160c0_nohash_1.wav	follow
4954abe8_nohash_2	google_speech_recognition_v2/marvin/4954abe8_nohash_2.wav	marvin
d1dd03ed_nohash_0	google_speech_recognition_v2/happy/d1dd03ed_nohash_0.wav	happy
b308773d_nohash_0	google_speech_recognition_v2/follow/b308773d_nohash_0.wav	follow
beb458a4_nohash_2	google_speech_recognition_v2/stop/beb458a4_nohash_2.wav	stop
fce65496_nohash_0	google_speech_recognition_v2/happy/fce65496_nohash_0.wav	happy
6124b431_nohash_2	google_speech_recognition_v2/down/6124b431_nohash_2.wav	down
016e2c6d_nohash_0	google_speech_recognition_v2/marvin/016e2c6d_nohash_0.wav	marvin
6b81fead_nohash_0	google_speech_recognition_v2/happy/6b81fead_nohash_0.wav	happy
67bdbf56_nohash_1	google_speech_recognition_v2/go/67bdbf56_nohash_1.wav	go
68dd409e_nohash_0	google_speech_recognition_v2/down/68dd409e_nohash_0.wav	down
d070ea86_nohash_1	google_speech_recognition_v2/down/d070ea86_nohash_1.wav	down
f568162b_nohash_1	google_speech_recognition_v2/follow/f568162b_nohash_1.wav	follow
28e47b1a_nohash_4	google_speech_recognition_v2/down/28e47b1a_nohash_4.wav	down
bd76a7fd_nohash_0	google_speech_recognition_v2/marvin/bd76a7fd_nohash_0.wav	marvin
c1e0e8e3_nohash_1	google_speech_recognition_v2/down/c1e0e8e3_nohash_1.wav	down
b83c1acf_nohash_0	google_speech_recognition_v2/marvin/b83c1acf_nohash_0.wav	marvin
b9f46737_nohash_2	google_speech_recognition_v2/stop/b9f46737_nohash_2.wav	stop
837a0f64_nohash_3	google_speech_recognition_v2/down/837a0f64_nohash_3.wav	down
63f7a489_nohash_0	google_speech_recognition_v2/stop/63f7a489_nohash_0.wav	stop
35d1b6ee_nohash_3	google_speech_recognition_v2/go/35d1b6ee_nohash_3.wav	go
8c3c4715_nohash_0	google_speech_recognition_v2/stop/8c3c4715_nohash_0.wav	stop
f68160c0_nohash_1	google_speech_recognition_v2/down/f68160c0_nohash_1.wav	down
122c5aa7_nohash_3	google_speech_recognition_v2/down/122c5aa7_nohash_3.wav	down
439c84f4_nohash_4	google_speech_recognition_v2/stop/439c84f4_nohash_4.wav	stop
b12bef84_nohash_1	google_speech_recognition_v2/go/b12bef84_nohash_1.wav	go
a929f9b9_nohash_1	google_speech_recognition_v2/go/a929f9b9_nohash_1.wav	go
3d6bee47_nohash_1	google_speech_recognition_v2/happy/3d6bee47_nohash_1.wav	happy
c90c0105_nohash_0	google_speech_recognition_v2/marvin/c90c0105_nohash_0.wav	marvin
de89e2ca_nohash_0	google_speech_recognition_v2/happy/de89e2ca_nohash_0.wav	happy
18f8afd5_nohash_0	google_speech_recognition_v2/happy/18f8afd5_nohash_0.wav	happy
29dce108_nohash_0	google_speech_recognition_v2/happy/29dce108_nohash_0.wav	happy
dc6e9c04_nohash_0	google_speech_recognition_v2/go/dc6e9c04_nohash_0.wav	go
902258bb_nohash_0	google_speech_recognition_v2/go/902258bb_nohash_0.wav	go
195c120a_nohash_3	google_speech_recognition_v2/down/195c120a_nohash_3.wav	down
27c24504_nohash_0	google_speech_recognition_v2/go/27c24504_nohash_0.wav	go
88d009d2_nohash_1	google_speech_recognition_v2/down/88d009d2_nohash_1.wav	down
8ec6dab6_nohash_0	google_speech_recognition_v2/happy/8ec6dab6_nohash_0.wav	happy
1b459024_nohash_0	google_speech_recognition_v2/go/1b459024_nohash_0.wav	go
c50f55b8_nohash_3	google_speech_recognition_v2/follow/c50f55b8_nohash_3.wav	follow
29fb33da_nohash_4	google_speech_recognition_v2/stop/29fb33da_nohash_4.wav	stop
459345ea_nohash_0	google_speech_recognition_v2/go/459345ea_nohash_0.wav	go
6ceeb9aa_nohash_1	google_speech_recognition_v2/stop/6ceeb9aa_nohash_1.wav	stop
